id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type
24100492,3BR Chic & Beautiful NYC Apartment,22543458,Ashley,Manhattan,Kips Bay,Entire home/apt
24101160,Gorgeous 3BR Penthouse Murray Hill,22543458,Ashley,Manhattan,Kips Bay,Entire home/apt
24103241,"Peaceful spacious bedroom, easy commute to city",13899187,Jude,Queens,Glendale,Private room
24103404,European Cozy Studio w Loft Bedroom - West Village,656978,James,Manhattan,West Village,Entire home/apt
24103428,The Halsey Brownstone Inn,179351232,Sabrina,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24103912,⭐︎⭐︎PRIVATE Bathroom⭐︎⭐︎2min to subway+huge living,19303369,Hiroki,Queens,Woodside,Private room
24104871,"Cozy Art Private Bedroom-Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,Private room
24105281,Clean Private room in Manhattan(females only),29582228,Aki,Manhattan,East Harlem,Private room
24105640,"Tranquil private bedroom, Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,Private room
24114389,"Very Spacious bedroom, steps from CENTRAL PARK.",180661875,Salim,Manhattan,Upper West Side,Private room
24114571,Studio for the Summer,6568865,Adam,Queens,Forest Hills,Entire home/apt
24115364,Modern Room in historic Harlem,11582560,Hulon,Manhattan,Harlem,Private room
24115562,NYC TOP CHOICE RMS located close to pub transport,55948559,Barry,Bronx,Pelham Gardens,Private room
24116050,Amazing room in super warm apt in prime Bushwick !,14573346,Nimo,Brooklyn,Bushwick,Private room
24116631,Beautiful Manhattan Apt- 20 min to Times Square,5740704,Lauren,Manhattan,Washington Heights,Entire home/apt
24116708,brooklyn next prospect park,279067,Manami,Brooklyn,Prospect-Lefferts Gardens,Private room
24116969,"Paradise - comfortable, spacious loft apartment",162290659,Ari,Manhattan,Chinatown,Entire home/apt
24117055,Enjoy a beautiful room in this bohemian duplex,181651082,Fran,Queens,Rosedale,Private room
24117765,Spacious sanctuary in the heart of Brooklyn,10642957,Catherine,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24118031,✔ Home Away From Home ✔ 100Mbps ✔ Transit Score 99,4924711,Daniel Rusteen,Bronx,Concourse,Entire home/apt
24119086,Private clean room complementary coffee Manhattan,6636052,Renat,Manhattan,East Harlem,Private room
24119328,Charming Brooklyn Gem with Beautiful Views,8612450,Kareem,Brooklyn,Midwood,Private room
24119876,*Large 3 bedroom getaway* Pre Summer discounts,181679481,Krystle,Queens,Arverne,Entire home/apt
24120512,Live in our Bushwick Townhouse,17200390,Nabeel,Brooklyn,Bushwick,Private room
24121036,Woody's Larger Bedroom,24591977,Woody,Brooklyn,Bedford-Stuyvesant,Private room
24121842,Woody's Smaller Bedroom,24591977,Woody,Brooklyn,Bedford-Stuyvesant,Private room
24121885,Cozy Private Bedroom Upper East Side,81013659,Milena,Manhattan,Upper East Side,Private room
24122599,Cozy room in a Victorian house in Central Brooklyn,14905006,Myriam,Brooklyn,Kensington,Private room
24122725,Ivoire Realty(Bronx maison avec vue),181711840,Christophe,Bronx,Kingsbridge,Private room
24122836,Cozy Private Room in Flushing 法拉盛中心單人房间,181710793,Michelle & Evelyn,Queens,Flushing,Private room
24129287,Sunny Private Bushwick Bedroom,163703392,Melissa,Brooklyn,Bushwick,Private room
24130728,Luxury apartment with amazing views!,11542546,Matthew,Manhattan,Hell's Kitchen,Entire home/apt
24131620,Luxury One Bedroom Apartment in Financial District,26930091,Cindy,Manhattan,Financial District,Entire home/apt
24131689,Classical Upper West Side Experience,62176119,Katya,Manhattan,Upper West Side,Entire home/apt
24131817,Modern & Spacious 1br East Village Apartment,91332497,Nikki,Manhattan,SoHo,Private room
24131843,"Snug, Sun Flooded Room in The Upper West Side",14742776,Daniyal,Manhattan,Morningside Heights,Private room
24132058,2 Bdrm Luxury Condo Wyndham Presidential Sleeps 6,60617669,Rich,Manhattan,Midtown,Entire home/apt
24132282,Spacious room in the heart of Bushwick!,642986,Luisa,Brooklyn,Bushwick,Private room
24133060,A futon in a beautiful studio for females only,20771576,Maryam,Manhattan,East Harlem,Shared room
24133244,Beautiful New York City Midtown Cozy Apartment,117510818,Lea,Manhattan,Hell's Kitchen,Entire home/apt
24135740,"4 Bed, 2 Bath Apt in East Village-Garden Duplex",177353847,East Village,Manhattan,East Village,Entire home/apt
24136172,Sunny Studio Williamsburg w/ Private Bath&Entrance,1844352,Christine,Brooklyn,Williamsburg,Private room
24136557,"2 Bedroom, 1 Bath Apartment in East Village- Sol",177353847,East Village,Manhattan,East Village,Entire home/apt
24136587,FACTORY ARTIST LOFT - 4 ROOMS SLEEPS 10,80770105,Julian,Brooklyn,Williamsburg,Entire home/apt
24136740,"3 Bedroom, 2 Bath Apt in East Village- Penthouse",177353847,East Village,Manhattan,East Village,Entire home/apt
24137279,Prime Dumbo location for a great price!,7199637,Rafael,Brooklyn,Vinegar Hill,Private room
24137323,Private chef & Chill.,181851683,Jennifer,Bronx,Morrisania,Private room
24137748,Manhattan Studio doorman elevator 10min->Times Sq.,181858292,Johnny,Manhattan,Upper West Side,Entire home/apt
24137869,Master Garden Suite @ Northern Lights Mansion,1261480,Diane,Manhattan,Harlem,Private room
24137890,Shabby Chic UES,67785571,Ellie,Manhattan,Upper East Side,Entire home/apt
24139165,"Best Williamsburg, Brooklyn NY- 30 days or more",8072802,John,Brooklyn,Williamsburg,Entire home/apt
24139687,Couch of your dreams,1767221,Yael,Manhattan,Harlem,Shared room
24140119,"Cozy space with privacy near JFK, CASINO & NYC",181885526,Ling,Queens,South Ozone Park,Private room
24140198,1 Bedroom Elevator Building Apartment in SoHo,85506502,Chris,Manhattan,Nolita,Entire home/apt
24140556,Elegant shabby chic upper east side studio,36818639,Valerie,Manhattan,Upper East Side,Entire home/apt
24147123,"Bright Brooklyn home on the park, private backyard",4857962,Allison,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24149436,Spacious Studio with a Big Balcony,6792120,Gregory,Manhattan,Upper East Side,Entire home/apt
24151078,Cozy 1 bedroom apartment near JFK,83231755,Alisha,Queens,Jamaica,Entire home/apt
24151964,Harlem guest room!  Welcome to New York,7941100,Luke&Quincey,Manhattan,Harlem,Private room
24153401,Sunny Family Apartment,2011899,Janelle,Brooklyn,Crown Heights,Entire home/apt
24153494,Quiet Ground Floor Bedroom in Midtown West,154965091,Joe,Manhattan,Hell's Kitchen,Private room
24154729,Sunny Brooklyn Artist's Apartment,37995238,Lara,Brooklyn,Williamsburg,Entire home/apt
24155415,Light Filled Room in Bedstuy!,26315450,Sacha,Brooklyn,Bedford-Stuyvesant,Private room
24156731,2019 New York Marathon Weekend,132856118,Conchita,Manhattan,Midtown,Entire home/apt
24156857,BEAUTIFULLY DESIGNED 2BD Brooklyn Apt +GREAT VIEWS,3156480,Margaret,Brooklyn,Boerum Hill,Entire home/apt
24157013,Cozy Brooklyn Designer Apartment,182039779,Eleanor,Brooklyn,Carroll Gardens,Entire home/apt
24157110,Supersized UES Studio near all hospitals,28422,Bernadette,Manhattan,Upper East Side,Entire home/apt
24158722,Luxury Studio in Hell’s Kitchen - In Unit W/D,31404168,Ashley,Manhattan,Hell's Kitchen,Entire home/apt
24158806,An Art Decor Inspired Urban Oasis,142426920,Christina Jo,Brooklyn,Prospect Heights,Entire home/apt
24158816,Cozy Modern Loft with Fireplace in West Village,128610997,Zani,Manhattan,West Village,Entire home/apt
24159289,Great View of New York city,41366374,Jiangyang,Queens,Long Island City,Entire home/apt
24160395,Brooklyn Penthouse With Manhattan Views,178145214,Steve,Brooklyn,Williamsburg,Entire home/apt
24161365,Das Bushwick Haus,2497606,John,Brooklyn,Bushwick,Private room
24161582,Bright Bohemian Treasure in Prospect Heights,182086879,Patti,Brooklyn,Prospect Heights,Private room
24162064,Heart of Midtown Manhattan,182092241,Masa,Manhattan,Midtown,Entire home/apt
24162261,Spacious 1st floor apartment.,83377687,Fernando,Queens,Jackson Heights,Entire home/apt
24162615,"LARGE COZY BASEMENT, FLUSHING QUEENS",178059867,Kevin,Queens,Flushing,Private room
24162681,Bedstuy Cozy Go Green,128217748,Kris,Brooklyn,Bedford-Stuyvesant,Private room
24162696,Pristine midtown studio for short-term sublet,1391408,Allen,Manhattan,Theater District,Entire home/apt
24164953,One BDRM in Ridgewood,74291583,Sarah,Queens,Ridgewood,Private room
24164956,Cozy 1 Bedroom Apt~Midtown-East Manhattan NYC!,132492053,Kelley,Manhattan,Midtown,Entire home/apt
24166066,You will LOVE my studio in West Village.,14678390,Mario,Manhattan,West Village,Entire home/apt
24169179,NEW!!  Private room in the heart of Brooklyn,182152235,Tyrone,Brooklyn,Bedford-Stuyvesant,Private room
24171777,Luxury Triplex with Roofdeck,6489789,Tim,Brooklyn,Gowanus,Entire home/apt
24172522,Room with a view,72923342,Farah,Manhattan,Upper West Side,Entire home/apt
24175050,"Living by the ocean, Brooklyn",181827361,Mira,Brooklyn,Brighton Beach,Entire home/apt
24175236,Private room in Clinton Hill,13929249,Grainne,Brooklyn,Bedford-Stuyvesant,Private room
24177410,King-Suite on Greene,112901574,Nate,Brooklyn,Bedford-Stuyvesant,Private room
24177822,**Budget Private Room w/Private backyard,154258141,Elsie,Brooklyn,Bushwick,Private room
24178083,Charming mezzanine bedroom near Prospect Park,179778880,Marcus,Brooklyn,Sunset Park,Private room
24178481,Bed-Stuy Grove,128217748,Kris,Brooklyn,Bedford-Stuyvesant,Private room
24179288,**Amazing Private Room 20 min to manhattan,154258141,Elsie,Brooklyn,Bushwick,Private room
24179556,**Captivating Private Budget Room,154258141,Elsie,Brooklyn,Bushwick,Private room
24179803,One of a Kind Chinatown 2BR Home w/ HUGE patio,72882190,Angie,Manhattan,Chinatown,Entire home/apt
24181763,"Private Room in Bklyn, 1 min to J, Free Breakfast",182260692,Leesha,Brooklyn,Cypress Hills,Private room
24181925,Family Room in Bed-Stuy,128217748,Kris,Brooklyn,Bedford-Stuyvesant,Private room
24182137,Wyndham Midtown 45 (2 Bedroom Presidential) 1A,100238132,Michael,Manhattan,Midtown,Entire home/apt
24183293,Queen Twin & Futon Ridgewood/Bushwick w View & Gym,48182426,Emilio,Queens,Ridgewood,Private room
24184615,"Private room in cozy apartment, Fort Greene",75479604,Alyssa,Brooklyn,Fort Greene,Private room
24185045,Midtown Manhattan Apartment with Rooftop & Doorman,13204586,María José,Manhattan,Murray Hill,Entire home/apt
24186326,"5 Star Quiet, Spacious Condo. Freedom Tower view",10915812,Wyatt,Manhattan,Battery Park City,Entire home/apt
24186601,Upper East Museum Roads,20367358,Maryse,Manhattan,Upper East Side,Entire home/apt
24186775,"Huge, Clean Brooklyn Room with lots of light",17183013,Mellissa,Brooklyn,Bedford-Stuyvesant,Private room
24187794,Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,29582882,Lynn Liz,Manhattan,Midtown,Entire home/apt
24188354,"Large studio in Williamsburg, 2B",49704571,Krzysztof,Brooklyn,Williamsburg,Entire home/apt
24194478,Williamsburg loft just 20 mins from manhattan!!!,182363374,Jimmy,Brooklyn,Greenpoint,Private room
24199249,Beautiful East Village Room Open For You!,182411776,David,Manhattan,East Village,Private room
24199400,Washington Heights,70162513,Anaiya,Manhattan,Washington Heights,Private room
24200751,2BR 3BD 1.5BA | Rooftop & Balcony | Airport PickUp,47424665,Brian,Queens,Ridgewood,Entire home/apt
24201129,Bright & Cozy Studio in PRIME Flatiron/Chelsea,25635056,Christina,Manhattan,Chelsea,Entire home/apt
24202365,Private  room in Manhattan NYC. Train a min away!,182440062,Juan,Manhattan,Harlem,Private room
24203680,Entire Newly Renovated Sugar Hill Apt,9756051,Samantha,Manhattan,Harlem,Entire home/apt
24203813,Huge Modern High End 3BR Apt Prime Location,51510730,Lidor,Brooklyn,Fort Greene,Entire home/apt
24204269,Big Sunny Room 1 Block from Central Park,7360975,Calvin,Manhattan,East Harlem,Private room
24204338,Private Cozy Room on Manhattan,63929490,Lidziya,Manhattan,East Harlem,Private room
24204341,Sunny Brooklyn Home Away From Home,4127752,Angela,Brooklyn,Bedford-Stuyvesant,Private room
24204582,Sun-drenched studio with a beautiful view,50941579,Julia,Manhattan,Harlem,Entire home/apt
24205303,Spacious 1 bedroom in the clouds with river views,34364912,Courtney,Manhattan,Hell's Kitchen,Entire home/apt
24205351,Wyndham Midtown 45 (2 Bedroom Presidential) 8A,100238132,Michael,Manhattan,Midtown,Entire home/apt
24206202,Exquisite Park Slope Brownstone Apartment,182472967,Maureen,Brooklyn,Park Slope,Entire home/apt
24206224,Harlem hideout w/ great amenities!,10771238,Justin,Manhattan,Harlem,Private room
24207804,"NYC room-cozy, basic, clean, cheap & close to all",182488531,Kevin4,Queens,Elmhurst,Shared room
24207931,Modern Prospect Park 3 bedroom Jewel,182326270,Samantha,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt
24208472,Two room suite 1min from subway 20min to Manhattan,55468128,Reina,Brooklyn,Bedford-Stuyvesant,Private room
24208760,Gorgeous Upper West Side apt in stellar location!,56905821,Josh & Carin,Manhattan,Upper West Side,Private room
24208976,Spacious Room in Clinton Hill Duplex,1218837,Diana,Brooklyn,Bedford-Stuyvesant,Private room
24209867,Spacious Room in Clinton Hill/Bed-Stuy,1218837,Diana,Brooklyn,Bedford-Stuyvesant,Private room
24210296,Private bedroom in Downtown Manhattan,97015202,Maya,Manhattan,SoHo,Private room
24210400,Large Gorgeous BR in Artist Loft - BEST Location!!,20486410,Miley,Manhattan,Hell's Kitchen,Private room
24217712,Diamond in the Art of Bushwick 1 block to M Subway,842091,Megwyn,Brooklyn,Bushwick,Private room
24222051,AMAZING CITY VIEWS! New Jersey 15 min Times Square,154949847,Emily,Manhattan,Hell's Kitchen,Entire home/apt
24223406,**Enormous Budget Private Room,154258141,Elsie,Brooklyn,Bushwick,Private room
24223602,Prospect Heights Paradise,182086879,Patti,Brooklyn,Prospect Heights,Entire home/apt
24226102,Class on Wall Street,34358062,Rachel,Manhattan,Financial District,Private room
24226175,Bright apt w Balcony in the heart of williamsburg,12002279,Ayelet,Brooklyn,Williamsburg,Entire home/apt
24226286,Traditional Townhouse in Bushwick,21466891,Martin,Brooklyn,Bushwick,Entire home/apt
24226511,Newly Remodeled 2 Bedroom Apartment in East Harlem,3734637,Ty,Manhattan,East Harlem,Entire home/apt
24226528,Private Bedroom w/ Private Entrance-Williamsburg!,1525346,Jenn,Brooklyn,Williamsburg,Private room
24226842,Luxury High Floor Studio with stunning view,17477908,Mat,Manhattan,Upper West Side,Entire home/apt
24226955,Spectacular 1-Bedroom modern apartment in Flatiron,7461066,Santiago,Manhattan,Midtown,Entire home/apt
24227739,NYC experience,43463232,Carlos,Brooklyn,Bushwick,Private room
24229031,3 QUEEN size lofts in Williamsburg/grrenpoint!!!,182363374,Jimmy,Brooklyn,Greenpoint,Private room
24229203,Artist Warehouse Loft,4391922,Taras,Brooklyn,Navy Yard,Entire home/apt
24230067,"Beautiful 1 bed, UES - steps from Central Park!",5132019,Jocelyn,Manhattan,Upper East Side,Entire home/apt
24230182,Brand-new Room - 20 mins to Manhattan,127412674,Charles,Brooklyn,Williamsburg,Private room
24230591,21st Floor Bedroom in Doorman & Elevator Building,24175837,Greg,Manhattan,Kips Bay,Private room
24231655,Humble Abode in the Bronx,37417547,Raquel,Bronx,Mount Eden,Private room
24232076,Amazing cozy studio Lower East Side/Soho/Nolita!,8591292,Rose,Manhattan,Lower East Side,Entire home/apt
24232309,VERA’S PLACE JUST A STEP FROM SUBWAY,139946116,Vera,Queens,Long Island City,Private room
24232645,"LUXURY APARTMENT, 5 MIN SUB INTO MANHATTAN",157967816,Analia,Brooklyn,Greenpoint,Entire home/apt
24232774,Room in Brooklyn near EVERYTHING!!,41869421,Oriana,Brooklyn,Bedford-Stuyvesant,Private room
24234030,UES 1 bedroom as if you appropriated it yourself!,39083533,Charles,Manhattan,Upper East Side,Entire home/apt
24234359,Town House in Popular Forte Green,2560891,Petra,Brooklyn,Fort Greene,Entire home/apt
24239222,little nook in astoria,74874485,Ana,Queens,Ditmars Steinway,Entire home/apt
24240996,"new-entire condo, terrace, parking D-N-R trains-IC",19707138,Ali,Brooklyn,Sunset Park,Entire home/apt
24242153,Private apartment in ♡ of Williamsburg,167818456,Anna,Brooklyn,Williamsburg,Entire home/apt
24243249,Dreamy Williamsburg Loft with Private Terrace,32720219,Gizem,Brooklyn,Williamsburg,Entire home/apt
24243862,Beautiful Greenwich Village Loft Apartment,5002183,Kyra,Manhattan,Greenwich Village,Entire home/apt
24244194,Full private bathroom inside private room :),176821276,Andrea,Manhattan,Harlem,Private room
24244796,ARTIST LOFT ON HISTORIC TRENDY BLOCK IN SOHO,70091196,Frances,Manhattan,Nolita,Entire home/apt
24245265,Cozy Room For Two/ Steps to Train/Coffee included!,79913651,Darryl,Manhattan,Harlem,Private room
24245905,One-br apt in the heart of NYC for late May,131914514,Li,Manhattan,Midtown,Entire home/apt
24246039,Central Park West Duplex,106309624,Burt,Manhattan,Upper West Side,Entire home/apt
24246595,Cozy apt in Bedstuy,34360053,Seba,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24246704,NEAR COLUMBIA PRESBYTERIAN HOSP. Student&Visitor,25237492,Juliana,Manhattan,Washington Heights,Private room
24247367,Midway Home,38874050,Howard,Queens,Ridgewood,Private room
24247380,Crown Heights Brooklyn Room near Franklin Ave,76737749,Chris,Brooklyn,Crown Heights,Private room
24247797,East Village room with a view,19001556,Monica,Manhattan,East Village,Private room
24248461,Cozy Pad in East Williamsburg,25039950,David,Brooklyn,Williamsburg,Private room
24248735,Hidden Gem in Heart of Chinatown,24604504,Jess,Manhattan,Chinatown,Private room
24248741,Minimal Williamsburg Space,2796906,Austin,Brooklyn,Williamsburg,Private room
24250052,Private Room on NYC's Upper West Side,21379585,Erik Joshua,Manhattan,Upper West Side,Private room
24251237,West Village Private Flat AMAZING Location,180329864,Victoria,Manhattan,Greenwich Village,Entire home/apt
24251311,Beautiful 1 BR Apt in the Heart of West Village!,41361010,Zack,Manhattan,West Village,Entire home/apt
24258555,URBAN SPACE the Brooklyn Way!,160318374,Giulia,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24258565,Stylish Nolita 1 Bedroom,143589,Delia,Manhattan,Nolita,Entire home/apt
24260244,NYC BEAUTIFUL APARTMENT IN MANHATTAN,58023108,Nicole,Manhattan,Kips Bay,Private room
24260247,Ditmas Park Victorian Home,14759766,Jerry,Brooklyn,Flatbush,Entire home/apt
24260404,Cozy Queens Studio,182940016,Comfy,Queens,Far Rockaway,Entire home/apt
24260464,Garden room in a private house,15310048,Darya,Brooklyn,East Flatbush,Private room
24261171,Luxury Two-Story Loft in Clinton Hill/Bed-Stuy!,1133299,Ibada,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24264371,Comfy Private Room,182976972,Annero,Brooklyn,East Flatbush,Private room
24265177,Bright Renewed Apartment 1 minute from A express train,182945752,Carol&Emerson,Manhattan,Washington Heights,Private room
24265209,Cozy Apartment,182295691,Doudou,Manhattan,Upper East Side,Entire home/apt
24265333,Prime Williamsburg location- Private bedrm & bath,84527789,Lauren,Brooklyn,Williamsburg,Private room
24265776,Cozy Brooklyn Apartment room near  Manhattan,10875931,Bart,Brooklyn,Flatbush,Private room
24266025,Private Room in The Heart of Manhattan,182989727,Ilya,Manhattan,Chelsea,Private room
24266063,Beautiful Contemporary Duplex w. Patio & Roofdeck,1327248,Ian,Brooklyn,Williamsburg,Entire home/apt
24266273,Cozy Private Room in Downtown Flushing法拉盛中心私人房间,181710793,Michelle & Evelyn,Queens,Flushing,Private room
24267208,Pulp Fiction private  room,21074914,Albert,Brooklyn,Bedford-Stuyvesant,Private room
24267383,Room with Private Bathroom in Renovated 2Br2Ba,13078961,Marian,Brooklyn,Bedford-Stuyvesant,Private room
24267385,Sonder | 116 John | Charming 1BR + Gym,12243051,Sonder,Manhattan,Financial District,Entire home/apt
24267506,The Godfather private  room,21074914,Albert,Brooklyn,Bedford-Stuyvesant,Private room
24267706,entire sunshine of the spotless mind room,21074914,Albert,Brooklyn,Bedford-Stuyvesant,Private room
24269100,Sunny Bedroom with Private Bathroom/法拉盛中心私人房間獨立衛浴,181710793,Michelle & Evelyn,Queens,Flushing,Private room
24276183,** Foodies LOVE This Neighborhood?=>Authentic!!!,59749141,Veronica,Manhattan,East Harlem,Entire home/apt
24276835,Brooklyn Flat in prime Carroll Gardens (Room),26459329,John,Brooklyn,Carroll Gardens,Private room
24277232,Rockaway Beach House,139105717,Larry,Queens,Arverne,Entire home/apt
24278511,Sunny Room - Inn Your Element,19866189,Natasha,Queens,Arverne,Private room
24278899,Fantastic studio in Chinatown/Lower East side,24404900,Nate,Manhattan,Chinatown,Entire home/apt
24279547,Rooftop Terrace Room - Inn Your Element  B&B,19866189,Natasha,Queens,Arverne,Private room
24279693,THE BROOKLYN BLUE HOUSE 1.,183127881,Giana,Brooklyn,Canarsie,Private room
24279771,Gorgeous Times Square Flat!,142053,Jowelle,Manhattan,Hell's Kitchen,Entire home/apt
24279933,[Priv Rooftop] Sunny-Spacious Priv Bath bedroom,36632628,Camilo,Brooklyn,Bedford-Stuyvesant,Private room
24281831,Bright and modern New York apartment,38085094,Preeya,Manhattan,Chelsea,Entire home/apt
24281837,Beautiful one bedroom apartment center of Astoria,31679084,Barbara,Queens,Astoria,Entire home/apt
24282118,One Bed Room in Financial District,155935757,Amy,Manhattan,Financial District,Entire home/apt
24282429,#Awesome 2 BR Flat Times Square!,142053,Jowelle,Manhattan,Hell's Kitchen,Entire home/apt
24283298,Luxury Modern Sunny 1BR (Clinton Hill - BedStuy),105159,Martin,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24283531,Quiet Railroad Style Apartment,11150363,Lanee,Queens,Ridgewood,Entire home/apt
24284162,"Books, music and Clinton Hill",80793056,Hazel,Brooklyn,Clinton Hill,Private room
24284701,HEART WILLIAMSBURG - PRIVATE TERRRACE AND BATHROOM,101457588,Louis,Brooklyn,Williamsburg,Private room
24284744,Bright & Beautiful Studio in Columbus Circle/HK!,123362684,Jacob,Manhattan,Hell's Kitchen,Entire home/apt
24285044,Peaceful Room in UWS + sweet pets!,24595747,Melissa,Manhattan,Upper West Side,Private room
24285110,Large 4 bedrooms close to train. 15 m.to Manhattan,183178516,Lucky Day Realty Corp.,Queens,Rego Park,Entire home/apt
24285869,Charming humble hideaway in LES,97825,Eduardo,Manhattan,Lower East Side,Entire home/apt
24286512,Gowanus Pad,29110009,Kate,Brooklyn,Gowanus,Private room
24286518,Large Bright Apt Near Brooklyn's Prospect Park,183191309,Marie,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt
24286851,"Sunny West Village 1BR: amazing location, spacious",54042,Vicki,Manhattan,West Village,Entire home/apt
24287062,Sally's hideaway,180289633,Aleksej,Queens,Woodside,Entire home/apt
24287261,Sweet Spot In Manhattan NYC!,16574437,Lee,Manhattan,Harlem,Entire home/apt
24287286,Spacious home next to JFK airport,32617252,Paul,Queens,Jamaica,Entire home/apt
24287367,Come Explore The Bronx And 30 Mins to Manhattan,102896902,Lawrence,Bronx,Concourse Village,Private room
24287826,Superb Private Bedroom with Private Bath in UPS!,183211558,Linda,Manhattan,Upper East Side,Private room
24287857,Astoria Centeral Location,183211776,Rafael,Queens,Astoria,Private room
24287863,In the heart of NYC...,165395917,Jose,Manhattan,Midtown,Private room
24288869,Private Room+Beautiful Private Backyard Near City,25414207,Brooklyn P,Queens,Ridgewood,Private room
24289129,My Times Square Oasis,1334373,David,Manhattan,Hell's Kitchen,Entire home/apt
24289209,Astoria Centrally located!,183211776,Rafael,Queens,Astoria,Private room
24289510,Studio in the heart of Manhattan!,54103333,Tatiana,Manhattan,Hell's Kitchen,Entire home/apt
24289567,Cozy room for easy traveler,41326856,Jeerathinan,Queens,Elmhurst,Private room
24289926,Comfortable and spacious bedroom in midtown east,149324749,Hessam,Manhattan,Midtown,Private room
24299542,Prime Luxury Apartment,25093840,Abinav,Manhattan,Murray Hill,Private room
24300863,Tranquil Oasis in the Heart of Greenwich Village,5594198,Michelle,Manhattan,Greenwich Village,Entire home/apt
24302356,Sweet Getaway in the Hidden Gem w/ Backyard/Patio,33067672,Ivy,Brooklyn,Sunset Park,Entire home/apt
24302828,"My home, your home! Mi casa, tu casa in NY!",125011763,Peter,Queens,Astoria,Entire home/apt
24303775,Spacious Living Space in the heart of Brooklyn,170817628,Ruta,Brooklyn,Fort Hamilton,Private room
24304515,Sunny Studio in East Village,471453,Michael,Manhattan,East Village,Entire home/apt
24304881,Bright Getaway Studio on the Hudson River,122917817,Kelly,Manhattan,Harlem,Entire home/apt
24305035,Bright and cozy apartment Williamsburg,14709426,Eloise,Brooklyn,Williamsburg,Entire home/apt
24305252,"The Architect’s Suite w/ Private Bath, Near Metro",106460468,Felix,Bronx,Kingsbridge,Private room
24305977,"The Sailors Perch Room in Private Home, Near Metro",106460468,Felix,Bronx,Kingsbridge,Private room
24306539,New Chic Designer's Bedroom,16257970,Jackie,Manhattan,Lower East Side,Private room
24307110,Sunny Lower East Side Sanctuary,43321,Lucinda,Manhattan,Chinatown,Entire home/apt
24307675,Luxury Apartment right on Union Square!,183375315,Brandon,Manhattan,East Village,Entire home/apt
24308589,Stunning Central Park 1 bedroom,101328784,Stive Alexander,Manhattan,Upper West Side,Entire home/apt
24308928,Richmond Hill 3 Bedroom apartment in Private home!,65421561,Tom,Queens,Richmond Hill,Entire home/apt
24308988,Rooftop cabaña with private roof access,5717334,Antoine,Brooklyn,Bedford-Stuyvesant,Private room
24311790,Cozy Lower East Mainstay,2631054,Melissa,Manhattan,Lower East Side,Entire home/apt
24312275,West Chelsea MINI,20132009,Karen,Manhattan,Chelsea,Entire home/apt
24312400,Private room in cozy Sunnyside apartment,22716889,Paige,Queens,Sunnyside,Private room
24312987,Sunny Loft in Williamsburg 20mins into Manhattan!!,182363374,Jimmy,Brooklyn,Greenpoint,Private room
24313236,Private bedroom in the heart of the UWS #1,183423525,Nina,Manhattan,Upper West Side,Private room
24313356,Luxurious private Upper Westside Bedroom #2,183423525,Nina,Manhattan,Upper West Side,Private room
24313434,Upper Westside luxury private bedroom 5W-3,183423525,Nina,Manhattan,Upper West Side,Private room
24313500,Stunning spacious study private bedroom #4,183423525,Nina,Manhattan,Upper West Side,Private room
24313537,Cozy & quiet 2 bedroom apt in a great location!,9973967,Gahee,Manhattan,East Village,Entire home/apt
24313701,Fully renovated Studio.Beautiful  and comfortable.,16851857,Paul,Bronx,Wakefield,Entire home/apt
24314268,Easy option to stay on 611 W 177th St.,143820550,Ramy,Manhattan,Washington Heights,Private room
24323687,Brooklyn Family Home with a View of a Pool,127539184,Yuna,Brooklyn,East Flatbush,Entire home/apt
24323953,Stylish NYC Art Loft '3',34643568,Dave,Manhattan,East Harlem,Private room
24324489,STOP! Rooftop Terrace in the East Village!,73885,Jermaine,Manhattan,East Village,Private room
24324891,2 Bedroom Modern-Contempo Bright Apartment,19557813,Princess-Wynona,Brooklyn,Bedford-Stuyvesant,Entire home/apt
24326705,Sunny apartment in prime Greenpoint-Steps to train,178244787,Miranda,Brooklyn,Greenpoint,Entire home/apt
24327546,Cozy & warm private studio apartment in Astoria,80885460,Amy,Queens,Ditmars Steinway,Entire home/apt
24327950,Pleasant Residence,183548336,Aureo,Manhattan,East Harlem,Entire home/apt
24330532,Private Loft Apartment,183568797,Allison,Queens,Long Island City,Entire home/apt
24332080,Huge Bright Bedroom in Brooklyn Townhouse,62803,Eugenia,Brooklyn,Crown Heights,Private room
24334075,Huge Room in a huge Apartment,183599440,Sam,Brooklyn,Williamsburg,Private room
24334422,"ROOM with a VIEW! 
LOCATION LOCATION!",17577495,Ramiro & Jeff,Manhattan,Hell's Kitchen,Private room
24334634,River and Park Views from Balcony,3220590,Nova,Manhattan,Morningside Heights,Entire home/apt
